RDD, TF, n, Tardiness BestFirst, Runtime BestFirst, Tardiness Greedy, Runtime Greedy, Tardiness Exact, Runtime Exact, Epsilon, Tardiness Approx, Runtime Approx, Epsilon, Tardiness Approx, Runtime Approx, Epsilon, Tardiness Approx, Runtime Approx, Epsilon, Tardiness Approx, Runtime Approx
0.8, 1.0, 40, N/A, N/A, , 0, 28406.0, 431, 0.1, , 60, 0.5, , 30, 1.0, , 0, 2.0, , 0
0.8, 1.0, 45, N/A, N/A, , 30, 43222.0, 651, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 0
0.8, 1.0, 5, N/A, N/A, , 30, 747.0, 128, 0.1, , 60, 0.5, , 0, 1.0, , 843, 2.0, , 30
0.8, 1.0, 50, N/A, N/A, , 0, 46621.0, 592, 0.1, , 0, 0.5, , 30, 1.0, , 30, 2.0, , 30
0.8, 1.0, 55, N/A, N/A, , 0, 65938.0, 557, 0.1, , 0, 0.5, , 30, 1.0, , 0, 2.0, , 0
0.8, 1.0, 60, N/A, N/A, , 30, 85145.0, 729, 0.1, , 30, 0.5, , 30, 1.0, , 0, 2.0, , 30
0.8, 1.0, 65, N/A, N/A, , 30, 80204.0, 947, 0.1, , 0, 0.5, , 0, 1.0, , 843, 2.0, , 0
0.8, 1.0, 70, N/A, N/A, , 30, 95319.0, 937, 0.1, , 60, 0.5, , 30, 1.0, , 30, 2.0, , 30
0.8, 1.0, 75, N/A, N/A, , 30, 104293.0, 1350, 0.1, , 30, 0.5, , 0, 1.0, , 60, 2.0, , 30
0.8, 1.0, 80, N/A, N/A, , 0, 109912.0, 2093, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 30
0.8, 1.0, 85, N/A, N/A, , 60, 133790.0, 1415, 0.1, , 0, 0.5, , 30, 1.0, , 30, 2.0, , 0
0.8, 1.0, 90, N/A, N/A, , 0, 163850.0, 2109, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 30
0.8, 1.0, 95, N/A, N/A, , 30, 139869.0, 2699, 0.1, , 0, 0.5, , 30, 1.0, , 0, 2.0, , 0
1.0, 0.2, 10, N/A, N/A, , 30, 12.0, 114, 0.1, , 0, 0.5, , 30, 1.0, , 0, 2.0, , 0
1.0, 0.2, 100, N/A, N/A, , 30, 0.0, 352, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 30
1.0, 0.2, 15, N/A, N/A, , 0, 0.0, 106, 0.1, , 0, 0.5, , 0, 1.0, , 0, 2.0, , 0
1.0, 0.2, 20, N/A, N/A, , 0, 0.0, 140, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 0
1.0, 0.2, 25, N/A, N/A, , 0, 0.0, 139, 0.1, , 30, 0.5, , 0, 1.0, , 30, 2.0, , 0
1.0, 0.2, 30, N/A, N/A, , 0, 0.0, 153, 0.1, , 30, 0.5, , 0, 1.0, , 30, 2.0, , 30
1.0, 0.2, 35, N/A, N/A, , 30, 0.0, 174, 0.1, , 0, 0.5, , 30, 1.0, , 0, 2.0, , 0
1.0, 0.2, 40, N/A, N/A, , 30, 0.0, 187, 0.1, , 60, 0.5, , 30, 1.0, , 30, 2.0, , 60
1.0, 0.2, 45, N/A, N/A, , 0, 0.0, 206, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 60
1.0, 0.2, 5, N/A, N/A, , 60, 0.0, 77, 0.1, , 0, 0.5, , 30, 1.0, , 30, 2.0, , 0
1.0, 0.2, 50, N/A, N/A, , 30, 0.0, 251, 0.1, , 30, 0.5, , 0, 1.0, , 30, 2.0, , 60
1.0, 0.2, 55, N/A, N/A, , 0, 0.0, 232, 0.1, , 60, 0.5, , 30, 1.0, , 0, 2.0, , 0
1.0, 0.2, 60, N/A, N/A, , 60, 0.0, 249, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 0
1.0, 0.2, 65, N/A, N/A, , 30, 0.0, 254, 0.1, , 60, 0.5, , 30, 1.0, , 30, 2.0, , 0
1.0, 0.2, 70, N/A, N/A, , 0, 0.0, 273, 0.1, , 30, 0.5, , 0, 1.0, , 60, 2.0, , 30
1.0, 0.2, 75, N/A, N/A, , 0, 0.0, 421, 0.1, , 60, 0.5, , 0, 1.0, , 0, 2.0, , 30
1.0, 0.2, 80, N/A, N/A, , 30, 0.0, 324, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 0
1.0, 0.2, 85, N/A, N/A, , 30, 0.0, 369, 0.1, , 0, 0.5, , 30, 1.0, , 0, 2.0, , 30
1.0, 0.2, 90, N/A, N/A, , 30, 0.0, 338, 0.1, , 30, 0.5, , 0, 1.0, , 30, 2.0, , 30
1.0, 0.2, 95, N/A, N/A, , 30, 0.0, 345, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 0
1.0, 0.4, 10, N/A, N/A, , 0, 0.0, 93, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 30
1.0, 0.4, 100, N/A, N/A, , 30, 0.0, 371, 0.1, , 0, 0.5, , 30, 1.0, , 0, 2.0, , 0
1.0, 0.4, 15, N/A, N/A, , 0, 281.0, 146, 0.1, , 30, 0.5, , 60, 1.0, , 0, 2.0, , 30
1.0, 0.4, 20, N/A, N/A, , 0, 264.0, 181, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 30
1.0, 0.4, 25, N/A, N/A, , 0, 357.0, 355, 0.1, , 0, 0.5, , 30, 1.0, , 30, 2.0, , 0
1.0, 0.4, 30, N/A, N/A, , 0, 0.0, 155, 0.1, , 60, 0.5, , 0, 1.0, , 0, 2.0, , 0
1.0, 0.4, 35, N/A, N/A, , 30, 0.0, 175, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 30
1.0, 0.4, 40, N/A, N/A, , 30, 0.0, 189, 0.1, , 0, 0.5, , 60, 1.0, , 30, 2.0, , 0
1.0, 0.4, 45, N/A, N/A, , 0, 0.0, 202, 0.1, , 0, 0.5, , 0, 1.0, , 0, 2.0, , 0
1.0, 0.4, 5, N/A, N/A, , 0, 0.0, 78, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 30
1.0, 0.4, 50, N/A, N/A, , 0, 2713.0, 2756, 0.1, , 60, 0.5, , 0, 1.0, , 0, 2.0, , 30
1.0, 0.4, 55, N/A, N/A, , 0, 0.0, 237, 0.1, , 30, 0.5, , 0, 1.0, , 30, 2.0, , 30
1.0, 0.4, 60, N/A, N/A, , 30, 0.0, 274, 0.1, , 30, 0.5, , 0, 1.0, , 60, 2.0, , 30
1.0, 0.4, 65, N/A, N/A, , 0, 0.0, 257, 0.1, , 0, 0.5, , 30, 1.0, , 0, 2.0, , 0
1.0, 0.4, 70, N/A, N/A, , 30, 0.0, 339, 0.1, , 0, 0.5, , 0, 1.0, , 0, 2.0, , 0
1.0, 0.4, 75, N/A, N/A, , 30, 42.0, 450, 0.1, , 0, 0.5, , 30, 1.0, , 30, 2.0, , 0
1.0, 0.4, 80, N/A, N/A, , 30, 58.0, 425, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 30
1.0, 0.4, 85, N/A, N/A, , 30, 249.0, 682, 0.1, , 0, 0.5, , 30, 1.0, , 0, 2.0, , 0
1.0, 0.4, 90, N/A, N/A, , 30, 140.0, 880, 0.1, , 0, 0.5, , 30, 1.0, , 813, 2.0, , 0
1.0, 0.4, 95, N/A, N/A, , 0, 423.0, 4286, 0.1, , 60, 0.5, , 60, 1.0, , 0, 2.0, , 0
1.0, 0.6, 10, N/A, N/A, , 60, 393.0, 143, 0.1, , 60, 0.5, , 30, 1.0, , 0, 2.0, , 30
1.0, 0.6, 100, N/A, N/A, , 0, 35138.0, 17776, 0.1, , 30, 0.5, , 30, 1.0, , 0, 2.0, , 0
1.0, 0.6, 15, N/A, N/A, , 0, 1280.0, 175, 0.1, , 30, 0.5, , 0, 1.0, , 30, 2.0, , 30
1.0, 0.6, 20, N/A, N/A, , 60, 3935.0, 217, 0.1, , 60, 0.5, , 0, 1.0, , 30, 2.0, , 0
1.0, 0.6, 25, N/A, N/A, , 30, 3100.0, 348, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 30
1.0, 0.6, 30, N/A, N/A, , 30, 1573.0, 426, 0.1, , 30, 0.5, , 30, 1.0, , 0, 2.0, , 30
1.0, 0.6, 35, N/A, N/A, , 60, 4177.0, 665, 0.1, , 0, 0.5, , 30, 1.0, , 0, 2.0, , 0
1.0, 0.6, 40, N/A, N/A, , 60, 8589.0, 1230, 0.1, , 60, 0.5, , 0, 1.0, , 30, 2.0, , 60
1.0, 0.6, 45, N/A, N/A, , 0, 5660.0, 1217, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 30
1.0, 0.6, 5, N/A, N/A, , 30, 157.0, 110, 0.1, , 0, 0.5, , 30, 1.0, , 0, 2.0, , 0
1.0, 0.6, 50, N/A, N/A, , 0, 7740.0, 2085, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 30
1.0, 0.6, 55, N/A, N/A, , 30, 14553.0, 3562, 0.1, , 30, 0.5, , 30, 1.0, , 0, 2.0, , 60
1.0, 0.6, 60, N/A, N/A, , 0, 8380.0, 2622, 0.1, , 30, 0.5, , 30, 1.0, , 0, 2.0, , 0
1.0, 0.6, 65, N/A, N/A, , 60, 20522.0, 3466, 0.1, , 60, 0.5, , 0, 1.0, , 60, 2.0, , 30
1.0, 0.6, 70, N/A, N/A, , 0, 8657.0, 4207, 0.1, , 30, 0.5, , 60, 1.0, , 30, 2.0, , 30
1.0, 0.6, 75, N/A, N/A, , 30, 16545.0, 7710, 0.1, , 60, 0.5, , 0, 1.0, , 0, 2.0, , 0
1.0, 0.6, 80, N/A, N/A, , 60, 16033.0, 14049, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 0
1.0, 0.6, 85, N/A, N/A, , 60, 18551.0, 16261, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 30
1.0, 0.6, 90, N/A, N/A, , 0, 17743.0, 11935, 0.1, , 60, 0.5, , 0, 1.0, , 0, 2.0, , 0
1.0, 0.6, 95, N/A, N/A, , 0, 17484.0, 15660, 0.1, , 30, 0.5, , 0, 1.0, , 30, 2.0, , 0
1.0, 0.8, 10, N/A, N/A, , 30, 924.0, 120, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 0
1.0, 0.8, 100, N/A, N/A, , 30, 113843.0, 6041, 0.1, , 30, 0.5, , 30, 1.0, , 0, 2.0, , 30
1.0, 0.8, 15, N/A, N/A, , 0, 3116.0, 214, 0.1, , 30, 0.5, , 30, 1.0, , 0, 2.0, , 30
1.0, 0.8, 20, N/A, N/A, , 0, 3939.0, 201, 0.1, , 0, 0.5, , 30, 1.0, , 0, 2.0, , 30
1.0, 0.8, 25, N/A, N/A, , 0, 11198.0, 294, 0.1, , 0, 0.5, , 0, 1.0, , 0, 2.0, , 30
1.0, 0.8, 30, N/A, N/A, , 0, 8906.0, 391, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 0
1.0, 0.8, 35, N/A, N/A, , 0, 11371.0, 545, 0.1, , 60, 0.5, , 0, 1.0, , 0, 2.0, , 30
1.0, 0.8, 40, N/A, N/A, , 0, 18128.0, 493, 0.1, , 60, 0.5, , 30, 1.0, , 0, 2.0, , 30
1.0, 0.8, 45, N/A, N/A, , 0, 19693.0, 1047, 0.1, , 30, 0.5, , 30, 1.0, , 0, 2.0, , 30
1.0, 0.8, 5, N/A, N/A, , 0, 667.0, 92, 0.1, , 0, 0.5, , 30, 1.0, , 0, 2.0, , 0
1.0, 0.8, 50, N/A, N/A, , 0, 35175.0, 1042, 0.1, , 0, 0.5, , 30, 1.0, , 0, 2.0, , 0
1.0, 0.8, 55, N/A, N/A, , 0, 34118.0, 1477, 0.1, , 0, 0.5, , 0, 1.0, , 0, 2.0, , 30
1.0, 0.8, 60, N/A, N/A, , 0, 42294.0, 1260, 0.1, , 30, 0.5, , 30, 1.0, , 0, 2.0, , 30
1.0, 0.8, 65, N/A, N/A, , 30, 40858.0, 1733, 0.1, , 0, 0.5, , 60, 1.0, , 60, 2.0, , 30
1.0, 0.8, 70, N/A, N/A, , 0, 42783.0, 3494, 0.1, , 30, 0.5, , 0, 1.0, , 60, 2.0, , 30
1.0, 0.8, 75, N/A, N/A, , 30, 51662.0, 2331, 0.1, , 60, 0.5, , 0, 1.0, , 0, 2.0, , 0
1.0, 0.8, 80, N/A, N/A, , 0, 67561.0, 3789, 0.1, , 0, 0.5, , 30, 1.0, , 0, 2.0, , 60
1.0, 0.8, 85, N/A, N/A, , 30, 54499.0, 5774, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 30
1.0, 0.8, 90, N/A, N/A, , 0, 90793.0, 5772, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 30
1.0, 0.8, 95, N/A, N/A, , 0, 99194.0, 3268, 0.1, , 30, 0.5, , 30, 1.0, , 0, 2.0, , 30
1.0, 1.0, 10, N/A, N/A, , 30, 2803.0, 135, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 30
1.0, 1.0, 100, N/A, N/A, , 60, 198146.0, 3181, 0.1, , 0, 0.5, , 30, 1.0, , 0, 2.0, , 30
1.0, 1.0, 15, N/A, N/A, , 30, 3190.0, 143, 0.1, , 0, 0.5, , 0, 1.0, , 0, 2.0, , 0
1.0, 1.0, 20, N/A, N/A, , 30, 7958.0, 182, 0.1, , 30, 0.5, , 30, 1.0, , 0, 2.0, , 0
1.0, 1.0, 25, N/A, N/A, , 30, 10049.0, 243, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 0
1.0, 1.0, 30, N/A, N/A, , 0, 17676.0, 266, 0.1, , 0, 0.5, , 30, 1.0, , 30, 2.0, , 30
1.0, 1.0, 35, N/A, N/A, , 0, 27973.0, 330, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 0
1.0, 1.0, 40, N/A, N/A, , 30, 32493.0, 439, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 0
1.0, 1.0, 45, N/A, N/A, , 30, 35999.0, 535, 0.1, , 60, 0.5, , 0, 1.0, , 30, 2.0, , 30
1.0, 1.0, 5, N/A, N/A, , 60, 1503.0, 103, 0.1, , 0, 0.5, , 0, 1.0, , 30, 2.0, , 30
1.0, 1.0, 50, N/A, N/A, , 30, 43915.0, 825, 0.1, , 0, 0.5, , 0, 1.0, , 0, 2.0, , 0
1.0, 1.0, 55, N/A, N/A, , 60, 62097.0, 581, 0.1, , 30, 0.5, , 0, 1.0, , 30, 2.0, , 30
1.0, 1.0, 60, N/A, N/A, , 30, 75453.0, 846, 0.1, , 0, 0.5, , 30, 1.0, , 0, 2.0, , 0
1.0, 1.0, 65, N/A, N/A, , 30, 60198.0, 1100, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 0
1.0, 1.0, 70, N/A, N/A, , 0, 83272.0, 1394, 0.1, , 60, 0.5, , 0, 1.0, , 30, 2.0, , 0
1.0, 1.0, 75, N/A, N/A, , 30, 108929.0, 1518, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 0
1.0, 1.0, 80, N/A, N/A, , 0, 106634.0, 2164, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 30
1.0, 1.0, 85, N/A, N/A, , 0, 125818.0, 1996, 0.1, , 30, 0.5, , 30, 1.0, , 30, 2.0, , 0
1.0, 1.0, 90, N/A, N/A, , 30, 174203.0, 2116, 0.1, , 0, 0.5, , 60, 1.0, , 0, 2.0, , 30
1.0, 1.0, 95, N/A, N/A, , 0, 209713.0, 2452, 0.1, , 30, 0.5, , 0, 1.0, , 0, 2.0, , 30
