RDD, TF, n, Tardiness BestFirst, Runtime BestFirst, Tardiness Greedy, Runtime Greedy, Tardiness Exact, Runtime Exact, Epsilon, Tardiness Approx, Runtime Approx, Epsilon, Tardiness Approx, Runtime Approx
0.8, 1.0, 20, N/A, N/A, 9487.0, 8282, 5987.0, 13552, 0.5, 5987.0, 101194, 2.0, 6026.0, 89298
0.8, 1.0, 25, N/A, N/A, 18424.0, 15781, 12590.0, 10661, 0.5, 12590.0, 92460, 2.0, 12605.0, 83094
0.8, 1.0, 30, N/A, N/A, 21197.0, 24425, 14298.0, 20148, 0.5, 14298.0, 195672, 2.0, 14299.0, 182481
0.8, 1.0, 35, N/A, N/A, 36022.0, 39604, 26890.0, 69481, 0.5, 26912.0, 664421, 2.0, 26925.0, 580905
0.8, 1.0, 40, N/A, N/A, 38888.0, 57705, 28406.0, 38369, 0.5, 28406.0, 398514, 2.0, 28422.0, 368306
0.8, 1.0, 45, N/A, N/A, 58553.0, 85654, 43222.0, 57705, 0.5, 43222.0, 609035, 2.0, 43273.0, 540066
0.8, 1.0, 5, 747.0, 52706, 843.0, 512, 747.0, 783, 0.5, 747.0, 4758, 2.0, 747.0, 3192
0.8, 1.0, 50, N/A, N/A, 61616.0, 113753, 46620.0, 65626, 0.5, 46621.0, 636382, 2.0, 46645.0, 691587
0.8, 1.0, 55, N/A, N/A, 82240.0, 150406, 65938.0, 49302, 0.5, 65938.0, 474470, 2.0, 65984.0, 471217
0.8, 1.0, 60, N/A, N/A, 110849.0, 249342, 85145.0, 139293, 0.5, 85145.0, 1514878, 2.0, 85155.0, 1381005
0.8, 1.0, 65, N/A, N/A, 109851.0, 264340, 80204.0, 299969, 0.5, 80211.0, 3170555, 2.0, 80325.0, 3391768
0.8, 1.0, 70, N/A, N/A, 126742.0, 301686, 95319.0, 236542, 0.5, 95328.0, 2557243, 2.0, 95398.0, 2325278
0.8, 1.0, 75, N/A, N/A, 142164.0, 354422, 104293.0, 528079, 0.5, 104299.0, 16342396, 2.0, 104453.0, 5730088
0.8, 1.0, 80, N/A, N/A, 150622.0, 438209, 109912.0, 667523, 0.5, 109912.0, 6368397, 2.0, 110008.0, 6548740
0.8, 1.0, 85, N/A, N/A, 180928.0, 556269, 133790.0, 672643, 0.5, 133796.0, 6787752, 2.0, 133881.0, 6704327
0.8, 1.0, 90, N/A, N/A, 230174.0, 667553, 163850.0, 878857, 0.5, 163885.0, 16696217, 2.0, 163933.0, 9841392
0.8, 1.0, 95, N/A, N/A, 225287.0, 777391, 139869.0, 2917779, 0.5, 139875.0, 37568069, 2.0, 140067.0, 29037810
1.0, 0.2, 10, 12.0, 315233442, 12.0, 1295, 12.0, 6415, 0.5, 12.0, 41110, 2.0, 12.0, 36231
1.0, 0.2, 100, N/A, N/A, 0.0, 875574, 0.0, 36562, 0.5, 0.0, 843, 2.0, 0.0, 722
1.0, 0.2, 15, N/A, N/A, 0.0, 5180, 0.0, 2409, 0.5, 0.0, 241, 2.0, 0.0, 331
1.0, 0.2, 20, N/A, N/A, 0.0, 7258, 0.0, 2469, 0.5, 0.0, 301, 2.0, 0.0, 240
1.0, 0.2, 25, N/A, N/A, 0.0, 13372, 0.0, 3523, 0.5, 0.0, 271, 2.0, 0.0, 240
1.0, 0.2, 30, N/A, N/A, 0.0, 22618, 0.0, 4547, 0.5, 0.0, 301, 2.0, 0.0, 391
1.0, 0.2, 35, N/A, N/A, 0.0, 37285, 0.0, 7288, 0.5, 0.0, 331, 2.0, 0.0, 331
1.0, 0.2, 40, N/A, N/A, 0.0, 56199, 0.0, 10179, 0.5, 0.0, 361, 2.0, 0.0, 331
1.0, 0.2, 45, N/A, N/A, 0.0, 81166, 0.0, 7017, 0.5, 0.0, 391, 2.0, 0.0, 421
1.0, 0.2, 5, 0.0, 34936, 0.0, 271, 0.0, 602, 0.5, 0.0, 271, 2.0, 0.0, 180
1.0, 0.2, 50, N/A, N/A, 0.0, 108362, 0.0, 11685, 0.5, 0.0, 512, 2.0, 0.0, 421
1.0, 0.2, 55, N/A, N/A, 0.0, 180945, 0.0, 14034, 0.5, 0.0, 692, 2.0, 0.0, 632
1.0, 0.2, 60, N/A, N/A, 0.0, 190824, 0.0, 19937, 0.5, 0.0, 602, 2.0, 0.0, 632
1.0, 0.2, 65, N/A, N/A, 0.0, 257444, 0.0, 18612, 0.5, 0.0, 632, 2.0, 0.0, 542
1.0, 0.2, 70, N/A, N/A, 0.0, 326985, 0.0, 20148, 0.5, 0.0, 692, 2.0, 0.0, 632
1.0, 0.2, 75, N/A, N/A, 0.0, 364421, 0.0, 19817, 0.5, 0.0, 632, 2.0, 0.0, 421
1.0, 0.2, 80, N/A, N/A, 0.0, 485674, 0.0, 25991, 0.5, 0.0, 632, 2.0, 0.0, 512
1.0, 0.2, 85, N/A, N/A, 0.0, 529675, 0.0, 26503, 0.5, 0.0, 602, 2.0, 0.0, 692
1.0, 0.2, 90, N/A, N/A, 0.0, 635418, 0.0, 30448, 0.5, 0.0, 722, 2.0, 0.0, 602
1.0, 0.2, 95, N/A, N/A, 0.0, 718873, 0.0, 32557, 0.5, 0.0, 632, 2.0, 0.0, 662
1.0, 0.4, 10, 0.0, 247773642, 0.0, 1355, 0.0, 2078, 0.5, 0.0, 421, 2.0, 0.0, 241
1.0, 0.4, 100, N/A, N/A, 0.0, 842295, 0.0, 54121, 0.5, 0.0, 753, 2.0, 0.0, 812
1.0, 0.4, 15, N/A, N/A, 306.0, 4276, 270.0, 13281, 0.5, 270.0, 113543, 2.0, 281.0, 98724
1.0, 0.4, 20, N/A, N/A, 266.0, 8312, 264.0, 58006, 0.5, 264.0, 530820, 2.0, 266.0, 663638
1.0, 0.4, 25, N/A, N/A, 511.0, 16474, 357.0, 222176, 0.5, 357.0, 2089127, 2.0, 357.0, 2082200
1.0, 0.4, 30, N/A, N/A, 0.0, 24334, 0.0, 4126, 0.5, 0.0, 421, 2.0, 0.0, 391
1.0, 0.4, 35, N/A, N/A, 0.0, 38128, 0.0, 5481, 0.5, 0.0, 331, 2.0, 0.0, 451
1.0, 0.4, 40, N/A, N/A, 0.0, 56831, 0.0, 6776, 0.5, 0.0, 331, 2.0, 0.0, 542
1.0, 0.4, 45, N/A, N/A, 0.0, 80744, 0.0, 8432, 0.5, 0.0, 482, 2.0, 0.0, 512
1.0, 0.4, 5, 0.0, 45477, 0.0, 361, 0.0, 903, 0.5, 0.0, 150, 2.0, 0.0, 150
1.0, 0.4, 50, N/A, N/A, 4779.0, 110380, 2675.0, 11912088, 0.5, 2675.0, 129820292, 2.0, 2675.0, 132776682
1.0, 0.4, 55, N/A, N/A, 0.0, 148418, 0.0, 11384, 0.5, 0.0, 481, 2.0, 0.0, 512
1.0, 0.4, 60, N/A, N/A, 0.0, 191757, 0.0, 13522, 0.5, 0.0, 1355, 2.0, 0.0, 572
1.0, 0.4, 65, N/A, N/A, 0.0, 242445, 0.0, 14366, 0.5, 0.0, 542, 2.0, 0.0, 511
1.0, 0.4, 70, N/A, N/A, 0.0, 295361, 0.0, 14817, 0.5, 0.0, 482, 2.0, 0.0, 512
1.0, 0.4, 75, N/A, N/A, 42.0, 349754, 42.0, 555486, 0.5, 42.0, 5497762, 2.0, 42.0, 5575495
1.0, 0.4, 80, N/A, N/A, 58.0, 463658, 58.0, 966770, 0.5, 58.0, 9641412, 2.0, 58.0, 9711556
1.0, 0.4, 85, N/A, N/A, 257.0, 526573, 249.0, 9405141, 0.5, 249.0, 93556218, 2.0, 249.0, 93516132
1.0, 0.4, 90, N/A, N/A, 152.0, 606475, 140.0, 1043449, 0.5, 140.0, 10430279, 2.0, 140.0, 9575425
1.0, 0.4, 95, N/A, N/A, 453.0, 718693, 423.0, 70994144, 0.5, 423.0, 692536471, 2.0, 423.0, 688885662
1.0, 0.6, 10, 393.0, 1760424933, 609.0, 1566, 393.0, 7137, 0.5, 393.0, 43309, 2.0, 393.0, 37225
1.0, 0.6, 100, N/A, N/A, 57046.0, 829043, 35129.0, 68347030, 0.5, 35129.0, 736354697, 2.0, 35156.0, 688877320
1.0, 0.6, 15, N/A, N/A, 2059.0, 3343, 1280.0, 20841, 0.5, 1280.0, 221303, 2.0, 1304.0, 227085
1.0, 0.6, 20, N/A, N/A, 5494.0, 7318, 3935.0, 23401, 0.5, 3935.0, 215309, 2.0, 3935.0, 214255
1.0, 0.6, 25, N/A, N/A, 4762.0, 16263, 3094.0, 146340, 0.5, 3101.0, 1485604, 2.0, 3136.0, 1593816
1.0, 0.6, 30, N/A, N/A, 2293.0, 23461, 1573.0, 306384, 0.5, 1576.0, 3416675, 2.0, 1585.0, 3096105
1.0, 0.6, 35, N/A, N/A, 6930.0, 39062, 4177.0, 527748, 0.5, 4177.0, 5291186, 2.0, 4266.0, 5115691
1.0, 0.6, 40, N/A, N/A, 15412.0, 58427, 8589.0, 662162, 0.5, 8593.0, 6793234, 2.0, 8679.0, 6791698
1.0, 0.6, 45, N/A, N/A, 8327.0, 83154, 5660.0, 1395944, 0.5, 5660.0, 13234877, 2.0, 5671.0, 13216987
1.0, 0.6, 5, 157.0, 45176, 178.0, 1295, 157.0, 1987, 0.5, 157.0, 5451, 2.0, 157.0, 5873
1.0, 0.6, 50, N/A, N/A, 12213.0, 110681, 7689.0, 2738068, 0.5, 7689.0, 30611598, 2.0, 7771.0, 33517391
1.0, 0.6, 55, N/A, N/A, 24773.0, 202389, 14479.0, 5259713, 0.5, 14480.0, 59010165, 2.0, 14523.0, 57496733
1.0, 0.6, 60, N/A, N/A, 13634.0, 205431, 8370.0, 4926343, 0.5, 8370.0, 53974345, 2.0, 8370.0, 53444519
1.0, 0.6, 65, N/A, N/A, 33451.0, 293615, 20477.0, 6011776, 0.5, 20509.0, 65504273, 2.0, 20578.0, 69865582
1.0, 0.6, 70, N/A, N/A, 13742.0, 316383, 8579.0, 9288134, 0.5, 8579.0, 92064832, 2.0, 8587.0, 91483173
1.0, 0.6, 75, N/A, N/A, 25306.0, 393243, 16503.0, 19148892, 0.5, 16503.0, 190026572, 2.0, 16508.0, 190547183
1.0, 0.6, 80, N/A, N/A, 27795.0, 457664, 15998.0, 68539119, 0.5, 16001.0, 720755990, 2.0, 16013.0, 662102415
1.0, 0.6, 85, N/A, N/A, 26050.0, 534825, 18551.0, 68022484, 0.5, 18554.0, 659524059, 2.0, 18559.0, 719539847
1.0, 0.6, 90, N/A, N/A, 31869.0, 657313, 17723.0, 44489905, 0.5, 17723.0, 460412163, 2.0, 17727.0, 458168322
1.0, 0.6, 95, N/A, N/A, 26228.0, 718843, 17480.0, 73661948, 0.5, 17480.0, 772333016, 2.0, 17509.0, 703056530
1.0, 0.8, 10, 924.0, 5312484019, 1290.0, 1385, 924.0, 7589, 0.5, 924.0, 48639, 2.0, 961.0, 51079
1.0, 0.8, 100, N/A, N/A, 172252.0, 837446, 113843.0, 6287893, 0.5, 113845.0, 75699696, 2.0, 113894.0, 74370160
1.0, 0.8, 15, N/A, N/A, 4881.0, 4246, 3116.0, 9667, 0.5, 3116.0, 77943, 2.0, 3164.0, 74872
1.0, 0.8, 20, N/A, N/A, 7144.0, 7228, 3939.0, 16685, 0.5, 3939.0, 149352, 2.0, 4026.0, 171157
1.0, 0.8, 25, N/A, N/A, 14675.0, 13492, 11198.0, 38972, 0.5, 11199.0, 383817, 2.0, 11265.0, 420530
1.0, 0.8, 30, N/A, N/A, 13133.0, 24485, 8906.0, 57855, 0.5, 8919.0, 552836, 2.0, 8952.0, 555365
1.0, 0.8, 35, N/A, N/A, 21942.0, 47886, 11371.0, 298403, 0.5, 11371.0, 2675514, 2.0, 11449.0, 2735870
1.0, 0.8, 40, N/A, N/A, 28028.0, 56470, 18120.0, 118181, 0.5, 18139.0, 1298936, 2.0, 18162.0, 1321132
1.0, 0.8, 45, N/A, N/A, 30463.0, 81196, 19668.0, 904879, 0.5, 19670.0, 9485946, 2.0, 19689.0, 8592180
1.0, 0.8, 5, 667.0, 53609, 759.0, 481, 667.0, 993, 0.5, 667.0, 6957, 2.0, 673.0, 4577
1.0, 0.8, 50, N/A, N/A, 49780.0, 113874, 35175.0, 382823, 0.5, 35181.0, 3996828, 2.0, 35260.0, 3965385
1.0, 0.8, 55, N/A, N/A, 49154.0, 142786, 34118.0, 1091155, 0.5, 34119.0, 11510592, 2.0, 34136.0, 10500181
1.0, 0.8, 60, N/A, N/A, 58122.0, 196395, 42294.0, 524977, 0.5, 42294.0, 4874330, 2.0, 42349.0, 4701215
1.0, 0.8, 65, N/A, N/A, 62661.0, 242325, 40843.0, 1346672, 0.5, 40845.0, 13630711, 2.0, 40900.0, 13665858
1.0, 0.8, 70, N/A, N/A, 63003.0, 318913, 42783.0, 6015360, 0.5, 42784.0, 61109744, 2.0, 42805.0, 46795969
1.0, 0.8, 75, N/A, N/A, 76233.0, 367282, 51616.0, 3752605, 0.5, 51625.0, 36873018, 2.0, 51627.0, 36357889
1.0, 0.8, 80, N/A, N/A, 108468.0, 434263, 67561.0, 4214637, 0.5, 67572.0, 41860740, 2.0, 67747.0, 46269455
1.0, 0.8, 85, N/A, N/A, 81667.0, 550185, 54499.0, 10801416, 0.5, 54499.0, 107947214, 2.0, 54627.0, 112726916
1.0, 0.8, 90, N/A, N/A, 137554.0, 602560, 90755.0, 7663568, 0.5, 90755.0, 79122877, 2.0, 90906.0, 84522185
1.0, 0.8, 95, N/A, N/A, 139940.0, 772814, 99170.0, 4402088, 0.5, 99173.0, 42081712, 2.0, 99236.0, 44513848
1.0, 1.0, 10, 2803.0, 7986219756, 3566.0, 1475, 2803.0, 3644, 0.5, 2804.0, 18130, 2.0, 2821.0, 13101
1.0, 1.0, 100, N/A, N/A, 259677.0, 822267, 198146.0, 1645106, 0.5, 198146.0, 16471932, 2.0, 198224.0, 34968601
1.0, 1.0, 15, N/A, N/A, 4710.0, 4246, 3190.0, 6264, 0.5, 3190.0, 45477, 2.0, 3192.0, 41471
1.0, 1.0, 20, N/A, N/A, 11322.0, 7017, 7958.0, 12137, 0.5, 7958.0, 101254, 2.0, 7976.0, 102820
1.0, 1.0, 25, N/A, N/A, 13980.0, 15902, 10049.0, 16293, 0.5, 10049.0, 147726, 2.0, 10083.0, 158237
1.0, 1.0, 30, N/A, N/A, 23632.0, 29033, 17676.0, 39122, 0.5, 17678.0, 304306, 2.0, 17730.0, 272502
1.0, 1.0, 35, N/A, N/A, 40383.0, 41773, 27961.0, 48187, 0.5, 27976.0, 442335, 2.0, 28021.0, 435980
1.0, 1.0, 40, N/A, N/A, 47317.0, 73155, 32493.0, 81829, 0.5, 32502.0, 862172, 2.0, 32657.0, 939664
1.0, 1.0, 45, N/A, N/A, 48204.0, 79931, 35999.0, 97761, 0.5, 35999.0, 956922, 2.0, 36045.0, 989328
1.0, 1.0, 5, 1503.0, 55115, 1702.0, 512, 1503.0, 843, 0.5, 1511.0, 3493, 2.0, 1539.0, 3072
1.0, 1.0, 50, N/A, N/A, 59725.0, 114235, 43915.0, 162363, 0.5, 43915.0, 1775605, 2.0, 43980.0, 1435127
1.0, 1.0, 55, N/A, N/A, 82383.0, 147304, 62097.0, 100321, 0.5, 62104.0, 1118954, 2.0, 62166.0, 1099980
1.0, 1.0, 60, N/A, N/A, 98437.0, 190312, 75453.0, 186728, 0.5, 75454.0, 1996396, 2.0, 75564.0, 2050216
1.0, 1.0, 65, N/A, N/A, 86133.0, 334153, 60198.0, 243379, 0.5, 60201.0, 2482582, 2.0, 60331.0, 14571369
1.0, 1.0, 70, N/A, N/A, 122066.0, 293645, 83272.0, 764260, 0.5, 83277.0, 7523944, 2.0, 83406.0, 7468829
1.0, 1.0, 75, N/A, N/A, 147728.0, 381076, 108929.0, 675414, 0.5, 108943.0, 7217529, 2.0, 109008.0, 18751974
1.0, 1.0, 80, N/A, N/A, 147801.0, 468597, 106634.0, 991858, 0.5, 106635.0, 9380715, 2.0, 106756.0, 9509106
1.0, 1.0, 85, N/A, N/A, 176387.0, 569551, 125818.0, 1311404, 0.5, 125845.0, 25046162, 2.0, 125979.0, 24516396
1.0, 1.0, 90, N/A, N/A, 225173.0, 626473, 174203.0, 1043931, 0.5, 174203.0, 11084520, 2.0, 174338.0, 10002400
1.0, 1.0, 95, N/A, N/A, 283053.0, 784680, 209712.0, 1109948, 0.5, 209715.0, 22262676, 2.0, 209941.0, 11999730
